word,count
زراعت,4429
زراعت‌پیشه,2
زراندود,173
زرتشتی,18324
زرخرید,33
زرد,19794
زرداب,12
زردشت,1057
زردشتی,1040
زردفام,10
زردک,105
زرع,629
زرق,1082
زرگر,482
زرنگ,387
زرنگی,186
زره,7677
زرین,6634
زشت,2299
زشت‌خو,7
زشت‌رو,15
زشتی,854
زعامت,807
زعم,2025
زعیم,443
زغن,71
زفاف,132
زفتی,2
زکام,66
زکی,572
زلال,842
زلزله,45678
زلف,405
زله,19
زمام,2316
زمامدار,376
زمان,557489
زمانه,3206
زمخت,389
زمختی,122
زمره,6322
زمزمه,1138
زمستان,24640
زمستانی,6936
زمهریر,28
زمین,171558
زمین‌دار,754
زمینگیر,235
زمینه,118305
زمینه‌سازی,1028
زمینی,35465
زن,107775
زنا,1552
زنازاده,50
زناشویی,4112
زناکار,189
زنباره,30
زنبیل,195
زنجیر,4842
زنخ,4
زنخدان,49
زندان,62663
زندانی,31904
زندقه,166
زندگانی,5836
زندگی,290810
زنده,62135
زنده‌دل,31
زندیق,234
زنگار,59
زنگ,5755
زنگوله,517
زنگی,1120
زننده,1476
زنهار,70
زوال,7373
زوال‌ناپذیر,45
زوبین,209
زوج,14125
زوجه,446
زود,13094
زودباور,55
زودرس,2729
زودرنج,106
زودرنجی,49
زودگذر,815
زور,8224
زورخانه,859
زورستانی,27
زورق,36
زورکی,18
زورگو,183
زورمند,231
زوری,76
زوزه,205
زه,722
زهاب,182
زهد,1397
زهدان,164
زهر,2278
زهرآگین,449
زهرآلود,233
زهراب,9
زهردار,55
زهره,3856
زهری,906
زهوار,21
زهی,1412
زی,1310
زیاد,86997
زیادت,191
زیاده‌روی,541
زیادی,240228
زیارت,12279
زیارتگاه,3518
زیان,4911
زیان‌آور,1003
زیان‌بخش,70
زیان‌دیده,72
زیانبار,1419
زیانکار,43
زیب,536
زیبا,29665
زیبارو,172
زیبایی,26882
زیبق,24
زیبنده,104
زیت,65
زیر,496423
زیرا,131955
زیرانداز,229
زیرجامه,40
زیردست,677
زیرزمینی,13382
زیرشلواری,48
زیرکانه,676
زیرک,1039
زیرکی,1211
زیرین,7301
زیست,26855
زیلو,384
زین,4590
زینت,2348
زینهار,33
زیور,1131
ژاژ,6
ژاژخایی,2
ژاله,1580
ژاندارم,700
ژتون,13
ژرف,2070
ژرفا,1693
ژرف‌نگر,4
ژرفنا,2
ژست,577
ژله,316
ژن‌شناسی,35
ژنتیک,4827
ژند,34
ژنده,93
ژنده‌پوش,44
ژنراتور,1935
ژنرال,20706
ژورنال,1981
ژورنالیست,171
ژولیدگی,19
ژولیده,251
ژیان,187
ژیگولو,8
سئانس,4
سائس,4
سائل,125
ساباط,161
ساب,1348
سابع,41
سابق‌الذکر,45
سابقه,29032
سابقه‌دار,108
سابوتاژ,4
سابیدن,20
سابیده,94
ساپورت,353
ساتراپ,2701
ساتر,127
ساتگین,4
ساج,291
ساجد,25
ساچمه,707
ساحت,751
ساحر,206
ساحره,269
ساحری,43
ساحل,30805
ساحل‌نشین,47
ساختار,79343
ساختارگرایی,305
ساخت,215549
ساخت‌گرا,50
ساختگی,7163
ساختمان,96115
ساختن,34523
ساخت‌وساز,1612
ساخته,307217
ساخته‌وپرداخته,23
ساخلو,48
سادات,9077
سادس,8
سادگی,15036
ساده,49970
ساده‌دلانه,9
ساده‌دل,95
ساده‌لوح,152
ساده‌لوحی,86
سادیسم,317
سارا,5309
ساربان,171
ساربانی,19
سار,599
سارق,727
ساروق,103
ساری,6632
ساز,31747
ساززن,2
سازش,4436
سازش‌پذیر,44
سازش‌ناپذیر,296
سازگار,13445
سازگاری,10201
سازمان,228852
سازماندهی,19336
سازمانی,15751
سازمند,21
سازندگی,2362
سازنده,15423
سازوار,77
سازواره,49
سازواری,227
سازوبرگ,59
سازور,8
سازوکار,3915
سازه,11470
ساطع,3016
ساطور,119
ساعت,132521
ساعدبند,1
ساعد,1935
ساعی,364
ساغر,149
ساغری,80
سافل,37
ساق,2143
ساقط,3812
ساقه,4679
ساقی,912
ساکت,2790
ساک,451
ساکن,59072
سالار,3722
سالاری,1359
سالانه,32561
سالب,26
سالک,1612
سالکی,64
سالم,22209
سالم‌سازی,65
سالمند,574
سالن,26277
سال,2872977
سالوس,161
سالوسی,1
سالیان,6940
سامان,8052
سامانه,38803
سام,3392
سامع,65
سامعه,19
سانحه,5025
سان,10278
سانسور,7099
سانسورچی,18
ساو,60
ساویز,14
ساهی,4
سایبان,786
سایت,38500
سایر,157304
سایرین,3687
سایس,80
سایش,2034
سایل,59
سایه‌افکن,32
سایه‌پرورد,1
سایه‌دار,155
سایه‌روشن,54
سایه,11471
سایه‌وار,34
ساییدگی,402
ساییدن,233
ساییده,458
سبابه,167
سباح,1
سباخ,2
سباع,20
سباعی,9
سبب,88943
سب,481
سبب‌ساز,207
سببی,655
سبت,79
سبحات,3
سبحان,535
سبحانی,779
سبحه,6
سبد,2717
سبز,35402
سبزه,1179
سبزه‌زار,31
سبزیجات,3618
سبزی‌کاری,11
سبزینه,182
سبط,294
سبطی,1
سبعانه,89
سبع,149
سبعیت,129
سبقت,1071
سبق,104
سبک,99829
سبک‌خیز,2
سبک‌مغزی,13
سبکی,6020
سبلت,2
سبو,324
سبوح,4
سبیل,1058
سبیلو,17
سپار,40
سپاس,1179
سپاسدار,10
سپاسداری,52
سپاسگزار,72
سپاسگزاری,628
سپاه,89940
سپاهی,9012
سپر,4436
سپردن,2840
سپرده,29698
سپرز,5
سپری,15806
سپس,243946
سپنج,62
سپند,201
سپندان,2
سپور,79
سپهبد,3204
سپه,2951
سپهر,1280
سپیداب,8
سپیدار,174
سپید,2315
سپیدفام,1
سپیده,1646
سپیده‌دم,482
سپیدی,202
ستاد,26026
ستار,971
ستاره,28801
ستاره‌پرست,58
ستاره‌شناس,1295
ستاره‌شناسی,1937
ستاک,238
ستاندن,148
ستاوند,10
ستایش,15687
ستایش‌آمیز,170
ستایش‌انگیز,2
ستایشگر,199
ستبرا,41
ستبر,421
ستبری,45
ست,9257
ستر,177
ستردن,20
سترده,35
سترگ,731
سترون,345
سترون‌سازی,2
ستم,4429
ستم‌پیشه,5
ستمگرانه,75
ستمگر,762
ستمگری,427
ستوان,2492
ستودن,303
ستودنی,419
ستوده,2196
ستوران,122
ستور,144
ستورگاه,27
ستون,23944
ستوه,969
ستیز,3272
ستیزگی,21
ستیزه,624
ستیزه‌جو,181
ستیزه‌جویی,338
ستیزه‌گر,30
ستیزیدن,3
ستیغ,582
ستیهندگی,61
سجاد,3035
سجاده,158
سجاف,41
سجاوندی,92
سجایا,14
سجده,1314
سجده‌گاه,13
سجستانی,111
سجع,340
سجل,197
سجن,1
سجین,2
سجیه,13
سحاب,207
سحار,17
سحرآمیز,433
سحر,3035
سحرخیز,156
سحرگاه,1434
سحری,192
سحق,29
سخا,45
سخافت,3
سخاوت,651
سخاوتمندانه,477
سخاوتمند,220
سخت,47729
سخت‌جان,8
سخت‌جانی,55
سخت‌دل,13
سخت‌دلی,9
سخت‌سر,18
سخت‌کوش,238
سخت‌کوشی,101
سختی,28611
سخره,659
سخریه,36
سخط,58
سخن,50455
سخن‌پرداز,23
سخن‌چین,30
سخن‌چینی,243
سخنرانی,38321
سخن‌سرا,13
سخن‌سنج,17
سخن‌شناس,8
سخنور,587
سخنوری,1034
سخی,190
سخیف,201
سداد,49
سدانت,24
سد,23738
سدر,399
سدشکن,4
سدید,104
سرآغاز,4907
سرآمد,2405
سراب,2562
سرا,1975
سراپا,272
سراپرده,69
سراج,1100
سراچه,6
سرادق,2
سرازیر,4315
سرازیری,357
سراسر,81325
سراسیمگی,166
سراسیمه,332
سراشیب,172
سراغ,7342
سرافراز,333
سرافرازی,128
سرافکندگی,118
سرافکنده,79
سرامیک,2297
سرانجام,87631
سرانداز,11
سراندن,4
سرایت,2539
سرای,3829
سرایر,3
سرایش,2430
سراینده,1001
سرایه,8
سراییدن,66
سربار,1505
سربازخانه,347
سرباز,24121
سربالا,85
سربالایی,383
سربسته,380
سربلند,451
سربه‌راه,9
سربه‌زیر,14
سربه‌سر,70
سربه‌نیست,35
سربه‌هوا,5
سرپا,564
سرپرست,13810
سرپرستی,21594
سرپناه,676
سرپنجه,113
سرپوش,1252
سرپوشیده,2213
سرپیچی,3118
سرتاپا,25
سر,209806
سرتاسر,16528
سرتیپ,4330
سرجمع,273
سرجمله,2
سرجوخه,340
سرچشمه,15569
سرحال,210
سرحد,2394
سرحددار,53
سرحدنشین,4
سرحلقه,34
سرخ,23714
سرخاب,490
سرخ‌رگ,52
سرخط,164
سرخ‌فام,109
سرخود,178
سرخوردگی,824
سرخوش,385
سرخوشی,428
سرخی,825
سرخیل,29
سرداب,1197
سردابه,476
سردار,16033
سرداری,1668
سرد,29667
سردرد,1890
سردرگم,541
سردرگمی,2672
سردسته,910
سردستی,65
سردسیر,1327
سردم,11
سردی,2223
سرراست,359
سررسید,450
سررشته,526
سررشته‌دار,12
سرزده,271
سرزمین,76410
سرزنده,393
سرزنش,5005
سرسام‌آور,517
سرسام,202
سرسبد,94
سرسبز,4884
سرسبزی,801
سرسپردگی,469
سرسپردن,24
سرسپرده,414
سرسختانه,1382
سرسخت,4707
سرسختی,954
سرسرا,128
سرسری,155
سرسلسله,430
سرشار,6475
سرشت,1827
سرشته,169
سرشک,36
سرشکستگی,147
سرشکسته,7
سرشماری,83678
سرشناس,12544
سرشیر,101
سرطان,18510
سرطانی,3854
سرعت,121128
سرفراز,442
سرفرمانده,13
سرفصل,440
سرفه,1734
سرقت,8987
سرکارگر,81
سرکرده,1229
سرکش,1222
سرکشی,1953
سرکشیک,54
سرکوب,41219
سرکوبی,2974
سرکوفت,34
سرکوفته,10
سرکه,2112
سرگذشت,4240
سرگران,19
سرگردان,2504
سرگردانی,798
سرگرد,2334
سرگرم,4268
سرگرمی,7019
سرگروه,714
سرگشتگی,233
سرگشته,211
سرگیجه,1073
سرگیس,15
سرگین,224
سرلشکر,4141
سرلوحه,494
سرما,4381
سرماخوردگی,1529
سرمایش,1717
سرمایه,21166
سرمایه‌دار,1640
سرم,2283
سرمد,62
سرمدی,281
سرمست,317
سرمستی,169
سرمشق,941
سرمنزل,58
سرمنشا,122
سرمه‌ای,276
سرمه,416
سرنا,492
سرنام,289
سرنامه,11
سرند,51
سرنشین,7107
سرنگ,733
سرنگون,9581
سرنگونی,8342
سرنوشت,15411
سرنوشت‌ساز,789
سرنیزه,550
سروال,4
سروان,2160
سروپا,5
سرود,10445
سرودخوان,10
سرودخوانی,75
سرودن,4991
سرورانگیز,9
سرور,17846
سروری,1558
سروسامان,441
سرو,6313
سروش,3672
سروصدا,464
سروقت,50
سروقد,9
سروکار,3054
سرویس,28253
سرویس‌دهی,557
سره,614
سرهم‌بندی,272
سرهم‌نویسی,34
سریال,65197
سریان,57
سری,69703
سریت,64
سریدن,12
سریر,639
سریرت,8
سریعاً,4155
سریع‌الانتقال,47
سریع‌السیر,489
سریع,40723
سزا,448
سزار,4724
سزاوار,1685
سزاواری,41
سست‌بنیاد,2
سست,2950
سست‌عنصر,27
سستی,2194
سس,1382
سطح,318805
سطحی,20392
سطر,5540
سطل,1469
سطوت,27
سطوح,27655
سطور,368
سعادت,4500
سعادتمند,217
سعایت,373
سعد,7533
سعر,3
سعه,58
سعه‌صدر,27
سعی,54830
سعید,15056
سعیر,28
سفاح,321
سفارت,23400
سفارش,15375
سفارش‌نامه,14
سفاک,91
سفال,3260
سفالگر,70
سفالینه,237
سفاهت‌آمیز,12
سفاهت,28
سفاین,43
سفت,3988
سفتن,14
سفته,329
سفتی,1325
سفرا,662
سفر,92120
سفرکرده,48
سفرنامه,3516
سفره,3064
سفره‌چی,1
سفره‌خانه,87
سفری,7451
سفسطه,134
سفله,1
سفلی,3675
سفلیس,248
سفها,9
سفه,34
سفید,59668
سفیدار,38
سفیدبخت,2
سفیدرو,68
سفیدکاری,116
سفیدگر,12
سفیده,204
سفیر,21299
سفیل,1
سفینه,2908
سفیه,141
سفیهانه,7
سقا,34
سقایت,168
سقایه,3
سقر,29
سقز,1123
سق,24
سقط,5072
سقف,22220
سقم,431
سقوط,56438
سقیفه,359
سقیم,5
سکاک,10
سکان,1479
سک,427
سکته,5086
سکرآور,89
سکرتر,96
سکر,54
سکس,3886
سکسکه,118
سکسی,577
سکنا,573
سکنات,41
سکندری,8
سکنه,8331
سکو,3066
سکوت,10154
سکون,2167
سکونت,28012
سکونت‌گاه,883
سکه,15851
سکینه,1583
سگال,65
سگالش,26
سگ,8473
سگزی,92
سگ‌ساران,3
سگی,916
سلاح,30977
سلاخ,68
سلاخ‌خانه,11
سلاخی,406
سلاست,57
سلاسل,83
سلاطین,5947
سلاله,351
سلامت,21932
سلام,4508
سلامتی,9714
سلایق,499
سلب,4251
سلبی,411
سل,5254
سلحشور,522
سلخ,102
سلسال,4
سلسبیل,92
سلس,15
سلسله,34657
سلسله‌جنبان,3
سلطان,54547
سلطنت,55531
سلطنت‌طلب,242
سلطنتی,29547
سلطه,15971
سلطه‌پذیر,173
سلطه‌پذیری,6
سلطه‌جو,55
سلطه‌گر,270
سلف,2752
سلک,755
سلم,799
سلمانی,348
سلندر,28
سلوت,3
سلوک,2546
سلول,26346
سلوی,117
سله,139
سلیس,521
سلیطه,14
سلیقه,2726
سلیل,10
سلیله,14
سلیم,3232
سما,336
سماجت,329
سماحت,13
سماع,1390
سماعی,191
سماق,194
سماکار,17
سماک,52
سمانه,214
سماوی,1167
سمبل,2713
سمبولیست,108
سمبولیسم,157
سمبولیک,284
سمپات,49
سمپاتی,56
سمپاتیک,735
سم‌پاشی,107
سمپوزیوم,538
سمت,191407
سمت‌گیری,109
سمج,225
سم,8685
سم‌دار,46
سمر,206
سمسار,56
سمط,10
سمع,591
سمعی,872
سمک,39
سمنت,148
سمند,1201
سمن,108
سموم,1959
سمیر,761
سمی,9539
سمیع,317
سمینار,1354
سمین,71
سنا,12191
سناتور,16109
سناریست,21
سناریو,1885
سنان,667
سنبل,588
سنبله,695
سن,86651
سنت,52580
سنتز,7423
سنت‌شکن,44
سنت‌شکنی,162
سنت‌گرا,337
سنت‌گرایی,91
سنتی,62618
سنجاق,873
سنج,2049
سنجش,9980
سنجه,192
سنجیدگی,28
سنجیدن,454
سنجیدنی,10
سنجیده,2345
سنخ,496
سنخیت,422
سند,27781
سنده,9
سندیت,364
سندیکا,357
سنسور,3106
سنقر,668
سنکوپ,114
سنگ‌انداز,72
سنگ‌اندازی,115
سنگ‌باران,41
سنگ‌پشت,26
سنگ,61265
سنگر,3695
سنگسار,1073
سنگلاخ,367
سنگ‌نبشته,783
سنگواره,709
سنگین,30141
سنگینه,9
سنگینی,8712
سنن,2935
سنوات,557
سنور,1
سنوی,12
سنه,1302
سنین,9127
سنیه,27
سوئیچ,2158
سوا,180
سوابق,7114
سواحل,21281
سواد,4923
سوار,21000
سواری,5137
سوانح,1547
سوپ,1379
سوپر,5828
سوت,1404
سوتی,134
سو,16475
سوخت,27216
سوخت‌پاش,18
سوختگی,2833
سوخت‌گیری,1319
سوختن,3513
سوختنی,296
سوخته,4724
سودآور,1261
سودا,512
سودازدگی,12
سودازده,5
سود,30832
سوداگر,86
سوداگری,272
سودایی,46
سودبخش,64
سودجو,425
سودجویی,318
سوددهی,393
سودمند,5145
سودن,15
سوده,165
سوراخ,11558
سوراخ‌سوراخ,13
سور,1293
سورت,193
سورچرانی,18
سورچی,59
سورن,623
سورنا,846
سوری,5210
سوز,1472
سوزان,3299
سوزاندن,3465
سوزش,1592
سوزناک,230
سوزن,3348
سوزنده,48
سوژه,2482
سوسمار,329
سوسو,146
سوسول,13
سوسه,32
سوغات,965
سوفسطایی,52
سوق‌الجیشی,362
سوق,5977
سوک,346
سوگ,1315
سوگلی,312
سوگند,8223
سوگوار,311
سوگواره,30
سوگواری,3216
سوگیری,1174
سوله,602
سوند,270
سویدا,15
سویه,2019
سوء,11845
سوء‌ظن,9
سوء‌نیت,10
سها,86
سهام,20052
سهر,57
سه‌ضلعی,46
سه‌کنج,5
سه‌گانه,8906
سهل,2784
سهل‌الحصول,4
سهل‌الوصول,53
سهل‌انگار,49
سهل‌انگاری,353
سهل‌گیر,172
سهل‌گیری,48
سهم‌بری,2
سهم,23352
سهمگین,1028
سهمناک,73
سهمیه‌بندی,392
سهمیه,4907
سهو,159
سهولت,5465
سهی,122
سه‌یک,18
سهیم,3218
سیئات,18
سیئه,2
سیاح,1275
سیاحت,816
سیاحت‌نامه,49
سیادت,705
سیار,3390
سیاره,13766
سیاست,67808
سیاس,40
سیاسی,212012
سیاف,316
سیاق,1714
سیال,7143
سیاه,47419
سیاه‌بختی,17
سیاه‌پوست,10382
سیاه‌پوش,299
سیاه‌چال,179
سیاه‌دل,2
سیاه‌رگ,81
سیاه‌رنگ,738
سیاه‌رو,18
سیاه‌فام,3
سیاهه,444
سیاهی,2034
سیب,8213
سیبل,224
سیخک,53
سیخ,468
سیخونک,11
سید,81746
سیدی,1041
سیراب,1078
سیرابی,104
سیر,13874
سیرت,642
سیرنگ,4
سیره,1970
سیری,1612
سیری‌ناپذیر,110
سیستماتیک,3585
سیستم,171138
سیطره,2679
سیف,2470
سیفلیس,1318
سیکل,3126
سیکی,122
سیگاری,991
سیلاب,1718
سیلان,890
سیل,7265
سیلک,1271
سیل‌گیر,32
سیلو,267
سیلی,1535
سیماب,13
سیما,11541
سیمان,6152
سیم,13730
سیمرغ,2789
سیمگون,4
سیمین,2596
سیمینه,71
سینما,35359
سینه‌بند,84
سینه‌به‌سینه,123
سینه‌پهلو,165
سینه‌چاک,30
سینه‌خیز,19
سینه‌ریز,12
سینه‌زنی,120
سینه,15961
سینه‌کش,25
سیورسات,55
سیورغال,123
سیویل,86
سیه‌چرده,65
سیه‌روزی,10
سوال,1106
شاب,31
شاباجی,9
شاپور,15769
شاپورگان,150
شاخ,4690
شاخص,20090
شاخصه,452
شاخه,34160
شاخه‌شاخه,50
شاد,4319
شاداب,371
شادابی,439
شادان,107
شادباش,106
شادخوار,2
شادخواری,20
شادروان,524
شادکام,39
شادکامی,164
شادمان,1105
شادمانی,1835
شادی,9026
شادی‌بخش,54
شاذ,79
شارب,7
شارع,560
شارلاتان,93
شاسی,2306
شاش,63
شاطر,186
شاطی,5
شاعر,32505
شافع,2
شافی,88
شاق,127
شاکر,432
شاکی,1183
شاگرد,11095
شال,1396
شالوده,1698
شالی,334
شالیزار,135
شام,11423
شامخ,127
شامگاه,3690
شامگاهان,41
شامل,383577
شامه,495
شامیانه,2
شانس,8545
شانسی,1424
شانه,5028
شاه,222066
شاه‌نشین,1342
شاهانه,1207
شاهباز,2
شاهد,30916
شاهدبازی,145
شاهراه,1759
شاهرگ,122
شاهزاده,21143
شاهنده,4
شاهنشاه,6896
شاهنشاهی,20365
شاهوار,84
شاهی,13404
شاهین,8903
شایان,4665
شایبه,43
شاید,44702
شایست,67
شایستگی,3928
شایسته,6763
شایع,10837
شایعه,3987
شایق,126
شایگان,552
شان,17687
شب,62138
شب‌بیداری,4
شب‌پره,182
شب‌زنده‌دار,45
شب‌زنده‌داری,184
شب‌هنگام,353
شب‌رنگ,16
شباب,200
شبان,487
شبانه,10892
شباویز,68
شباهت,22131
شباهنگ,402
شبح,1319
شبر,91
شبرو,6
شبستان,3559
شبق,82
شبکور,162
شبکه,112113
شبکه‌دار,1
شبگرد,151
شبگیر,12
شبنم,845
شبه,21037
شبهه,1410
شبیخون,1054
شبیه,52670
شبیه‌سازی,9492
شتا,16
شتاب,10581
شتابان,645
شتابزدگی,46
شتابزده,530
شتابناک,31
شتابنده,55
شتافتن,23
شتر,4472
شتربان,137
شترنگ,52
شتم,6952
شتوی,48
شجاع,4428
شجاعانه,1062
شجاعت,5300
شجر,35
شجره‌نامه,447
شحنه,93
شخص,60414
شخصی,78990
شخصیت,74625
شخم,770
شخیص,38
شدت,78427
شدن,318925
شدنی,1863
شدید,63629
شدیداً,8310
شر,8392
شراب,5667
شراب‌خواری,85
شرابخوار,35
شرابخواره,17
شرابخواری,116
شرار,10
شرارت,626
شراره,230
شرافت,1381
شرافتمند,35
شرافتمندانه,585
شراکت,1415
شرایط,117828
شربت,1778
شرح,77858
شرح‌حال,312
شرر,85
شرربار,3
شرزه,17
شرط,25711
شرطبندی,26
شرطه,85
شرع,4928
شرعی,7776
شرعیات,192
شرف,3657
شرفیاب,100
شرفیابی,73
شرق,107096
شرق‌شناس,727
شرکا,864
شرک,1646
شرکت,437151
شرم,1988
شرم‌آور,630
شرم‌زده,11
شرمسار,191
شرمساری,504
شرمگین,244
شرمندگی,211
شرمنده,248
شرنگ,32
شرور,2456
شروع,191391
شره,108
شریان,2602
شریر,648
شریعت,5586
شریف,8399
شریک,10651
شریکی,308
شست,1844
شستشو,1977
شستن,1363
شسته,1855
شش,87004
شط,435
شطح,47
شطرنج,6955
شعار,20313
شعاع,8564
شعایر,185
شعب,2656
شعبده,626
شعبده‌باز,115
شعبه,13652
شعر,73859
شعرباف,44
شعشعه,3
شعف,329
شعله,3852
شعله‌ور,2567
شعله‌وری,69
شعور,1233
شغب,90
شغل,20916
شفا,2277
شفابخش,429
شفاخانه,581
شفاعت,1634
شفاف,8622
شفاهی,5844
شفته,176
شفق,586
شفقت,749
شفیع,1070
شفیق,300
شق,324
شقاق,294
شقاوت,288
شقایق,566
شقه,162
شقی,126
شقیقه,91
شک,13563
شکار,20864
شکارچی,3640
شکارگاه,1141
شکارگر,353
شکاف,12377
شکافتگی,45
شکافتن,429
شکاک,686
شکایت,17882
شکایت‌آمیز,11
شکر,6507
شکراب,69
شکرستان,104
شکرگزار,89
شکرین,4
شکست,154750
شکست‌خورده,776
شکستن,12744
شکسته,15056
شکسته‌بند,2
شکفت,49
شکفته,256
شکل,278262
شکل‌پذیری,930
شکلک,148
شکم,7959
شکم‌پرست,27
شکم‌پرور,4
شکمبارگی,2
شکمباره,2
شکمو,6
شکن,1217
شکنج,289
شکنجه,16702
شکنندگی,570
شکننده,2509
شکوا,2
شکوائیه,823
شکور,266
شکوفه,989
شکوه,8064
شکوهمند,894
شکیب,202
شکیبا,217
شکیبایی,784
شکیل,193
شگرد,651
شگرف,1698
شگفت,3201
شگفت‌آمیز,2
شگفت‌آور,1247
شگفت‌انگیز,3761
شگفت‌زده,795
شگفتا,146
شگفتی,3292
شگون,204
شل,2964
شلاق,3071
شلخته,85
شلنگ,333
شلوار,3145
شلوغ,2372
شلوغی,1053
شلی,809
شلیطه,24
شم,313
شماتت,468
شمار,72289
شمارش,10362
شمارنده,776
شماره,55216
شمال,190567
شمایل,1939
شمد,29
شمردن,1261
شمرده,12433
شمس,6807
شمشاد,288
شمشیر,10452
شمع,2779
شمول,1809
شمه,79
شمیم,250
شمیمه,12
شن,5123
شن‌زار,46
شنا,8074
شناخت,26385
شناخته,213089
شناسا,123
شناساندن,1899
شناسایی,59387
شناسنامه,2304
شناسنده,64
شناعت,4
شناگری,98
شناور,8168
شنگول,41
شنگولی,10
شنوا,171
شنوایی,3391
شنود,4362
شنونده,2257
شنیدن,11823
شنیع,271
شوالیه,2306
شواهد,25982
شوخ,569
شوخ‌طبعی,658
شوخی,3243
شور,14770
شوراندن,217
شورانگیز,552
شوربا,44
شوربخت,10
شوربختی,49
شورچشم,6
شورستان,38
شورش,41882
شورشگر,203
شورشگری,26
شورشی,8930
شوره‌زار,214
شوریدگی,86
شوریده,594
شوریده‌وار,3
شوفر,14
شوق,3040
شوک,4401
شوکت,1238
شوکران,101
شولا,86
شوم,2455
شومی,403
شوهر,10698
شوی,2716
شهاب,4161
شهادت,8816
شهادت‌نامه,16
شهامت,893
شهبانو,1257
شهد,679
شهر,712551
شهربانو,811
شهربانی,4194
شهربند,7
شهرت,56242
شهرستان,98273
شهرنشین,1706
شهرنشینی,2185
شهروا,2
شهروند,10472
شهره,2855
شهری,103553
شهریار,4949
شهریه,1445
شهسوار,297
شهنا,5
شهوانی,1025
شهوت,1533
شهوت‌آلود,3
شهوت‌انگیز,412
شهوت‌پرست,4
شهوت‌پرستی,20
شهوتران,60
شهوتی,116
شهود,2014
شهید,21007
شهیر,1765
شی,8470
شیاد,282
شیادی,225
شیار,2510
شیب,11057
شیپور,1048
شیخ,55635
شید,284
شیدا,1185
شیدایی,771
شیر,30064
شیرازه,151
شیرخوارگاه,49
شیردل,238
شیرده,520
شیره,1857
شیرین,15285
شیرین‌سخن,17
شیرینی,4613
شیشه,16601
شیطان,6431
شیطان‌صفت,13
شیطانی,4143
شیطنت,327
شیفتگی,1090
شیفته,2097
شیک,789
شیله,231
شیله‌پیله,1
شیمه,6
شیمی‌دان,1293
شیمیایی,38521
شیوا,1512
شیوع,15100
شیون,544
شیوه,35972
شیهه,49
صائب,396
صابر,779
صابری,687
صاحب,50112
صاحب‌اختیار,41
صاحب‌خانه,166
صاحب‌کار,15
صاحب‌منصب,198
صاحبدیوان,48
صادق,22798
صادقانه,1360
صاعقه,787
صاف,10062
صافکاری,31
صافی,2723
صالح,7491
صامت,2662
صانع,228
صبا,4082
صباح,1142
صباحت,6
صباغ,126
صباوت,42
صبح,25740
صبحدم,54
صبحگاه,495
صبر,4008
صبغه,185
صبوحی,41
صبور,541
صبوری,471
صبی,32
صبیح,9
صبیه,48
صحابه,3291
صحاف,87
صحبت,45017
صحت,12238
صحرا,3949
صحراگرد,255
صحرانشین,273
صحن,14310
صحنه,36957
صحو,56
صحه,1141
صحه‌گذاری,26
صحی,597
صحیح,27483
صحیح‌العمل,4
صحیفه,492
صخره,3802
صدا,35059
صدادار,629
صدارت,4210
صداع,3
صداق,15
صداقت,2776
صدد,5955
صدر,20489
صدراعظم,5578
صدق,5147
صدقه,1041
صدمه,5572
صدور,31329
صدوق,1410
صدیق,1182
صراحت,5996
صراحتاً,2485
صراحی,37
صراط,280
صراف,194
صرافت,146
صرام,1
صرصر,61
صرع,1639
صرعی,210
صرف,31634
صرفاً,22181
صرفنظر,1257
صرفه,7719
صرفه‌جو,29
صرفه‌جویی,2236
صره,1
صریح,7963
صریحاً,2538
صریح‌اللهجه,23
صعب,942
صعب‌الوصول,26
صعوبت,85
صعود,23563
صغر,154
صغیر,4063
صفا,1498
صف,8592
صف‌آرایی,373
صف‌بندی,109
صف‌شکن,80
صفت,9566
صفحه,63901
صفدر,224
صفر,37134
صفرا,836
صفوت,245
صفه,959
صفی,5723
صفیر,64
صلا,9
صلابت,443
صلابه,80
صلات,3
صلاح,3833
صلاح‌اندیشی,5
صلاحدید,731
صلاحیت,16483
صلاحیت‌دار,201
صلب,935
صلح,50556
صلحجو,16
صلحجویانه,3
صلوات,879
صله,326
صلیب,6326
صماخ,43
صمت,177
صمد,1045
صمدانی,28
صمدیت,34
صمغ,733
صمیم,222
صمیمانه,1060
صمیمی,4471
صمیمیت,1043
صناعت,540
صندوق,13527
صندوقچه,200
صنع,40
صنعت,54890
صنعتکار,5
صنعتگر,858
صنف,1668
صنم,379
صنوبر,342
صواب,192
صوابدید,64
صوب,85
صوت,5407
صور,2406
صورت,611798
صورتحساب,353
صورتگر,78
صورتگری,40
صورت‌مجلس,3
صوری,3050
صوف,236
صوفی,4043
صوفیگری,135
صولت,345
صوم,11
صومعه,3538
صومعه‌نشین,11
صهبا,134
صیاد,1165
صیانت,1706
صیت,24
صیحه,36
صید,4402
صیدگاه,11
صیرفی,79
صیرورت,22
صیغه,1187
صیفی,747
صیفی‌کاری,10
صیقل,1391
صیقلی,767
ضابط,458
ضابطه,588
ضارب,766
ضال,12
ضامن,1580
ضایع,545
ضباط,8
ضبط,41448
ضجه,55
ضخامت,12481
ضخیم,5453
ضد,72378
ضدیت,2114
ضدعفونی,1393
ضرابخانه,797
ضرب,31283
ضرب‌الاجل,474
ضربان,3500
ضربت,1480
ضربه,19683
ضرر,5065
ضرغام,92
